"Code_departement__c","Sel_Ref_Departement__c.Name","Code_postal__c","Date_de_debut__c","Date_de_fin__c","Libelle_long__c","Name"
"93","Seine-Saint-Denis","93370","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","MONTFERMEIL","93047"
"93","Seine-Saint-Denis","93380","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","PIERREFITTE SUR SEINE","93059"
"93","Seine-Saint-Denis","93390","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","CLICHY SOUS BOIS","93014"
"93","Seine-Saint-Denis","93400","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","ST OUEN","93070"
"93","Seine-Saint-Denis","93410","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","VAUJOURS","93074"
"93","Seine-Saint-Denis","93420","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","VILLEPINTE","93078"
"93","Seine-Saint-Denis","93430","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","VILLETANEUSE","93079"
"93","Seine-Saint-Denis","93440","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","DUGNY","93030"
"93","Seine-Saint-Denis","93450","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","L ILE ST DENIS","93039"
"93","Seine-Saint-Denis","93460","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","GOURNAY SUR MARNE","93033"
"93","Seine-Saint-Denis","93470","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","COUBRON","93015"
"93","Seine-Saint-Denis","93500","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","PANTIN","93055"
"93","Seine-Saint-Denis","93600","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","AULNAY SOUS BOIS","93005"
"93","Seine-Saint-Denis","93700","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","DRANCY","93029"
"93","Seine-Saint-Denis","93800","2024-03-18T13:29:32.000+0000","2035-03-01T13:29:32.000+0000","EPINAY SUR SEINE","93031"
